url,preferred category in new site:,alias,status/notes,additional notes,page title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,section_id,categories,,,,
/documents/viewDocument.php?document_id=4434,,,public art inventory,DAM: keep - public art inventory,Third and College,6,4,0:00:04,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4453,,,public art inventory,DAM: keep - public art inventory,Chrysanthemums,6,6,0:00:16,0,0.00%,33.33%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4475,,,public art inventory,DAM: keep - public art inventory,Farmer's Market Book Collection,6,5,0:00:18,2,50.00%,33.33%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=7824,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Kirkwood and Walnut,6,3,0:00:19,1,0.00%,16.67%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=7852,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Third Street Fountain,6,6,0:00:08,2,0.00%,16.67%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Sculpture
/documents/viewDocument.php?document_id=8037,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Sixth and Walnut,5,2,0:00:18,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4462,,,public art inventory,DAM: keep - public art inventory,Table,5,5,0:00:40,0,0.00%,20.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4465,,,public art inventory,DAM: keep - public art inventory,Flower & Fish Silkscreen,4,4,0:00:00,4,100.00%,100.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4467,,,public art inventory,DAM: keep - public art inventory,Gray Landscape,4,4,0:00:22,0,0.00%,25.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4473,,,public art inventory,DAM: keep - public art inventory,Ceramic Print,4,3,0:00:14,1,100.00%,25.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4474,,,public art inventory,DAM: keep - public art inventory,Waterlillies,4,4,0:00:13,0,0.00%,50.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4458,,,public art inventory,DAM: keep - public art inventory,Mountain Scroll,3,3,0:00:05,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4460,,,public art inventory,DAM: keep - public art inventory,Dragon Platter,2,1,0:01:41,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4461,,,public art inventory,DAM: keep - public art inventory,Red Vase,2,2,0:02:33,2,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4466,,,public art inventory,DAM: keep - public art inventory,Gray Plaque,2,2,0:00:23,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4468,,,public art inventory,DAM: keep - public art inventory,Red-Bearded Man,2,2,0:00:05,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4469,,,public art inventory,DAM: keep - public art inventory,Calligraphy Scroll,2,2,0:00:30,1,100.00%,50.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4471,,,public art inventory,DAM: keep - public art inventory,Buddha Scroll,2,2,0:00:09,1,100.00%,50.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=7857,,,public art inventory,DAM: keep - public art inventory,Wooden Bowl,2,2,0:00:00,2,100.00%,100.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4424,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Third and Lincoln,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4425,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Seventh and Walnut,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4427,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Second and College,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4438,,,public art inventory,DAM: keep - public art inventory (stop & start conslidate),Seventh and College,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4459,,,public art inventory,DAM: keep - public art inventory,On the River: Fisherman's Song,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4463,,,public art inventory,DAM: keep - public art inventory,Landscape Scroll,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4470,,,public art inventory,DAM: keep - public art inventory,River Scroll,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=7856,,,public art inventory,DAM: keep - public art inventory,Dragon Vase,,,,,,,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
/documents/viewDocument.php?document_id=6979,,,outdated,check with Parks - is program still active?,Buskirk Chumley Theater Grant Program,109,88,0:01:35,33,72.73%,50.46%,2,Home,Arts & Culture,,,
/documents/viewDocument.php?document_id=7341,,,delete,DAM: check with OOTM,Questions and Answers for Parking Meters RFP,103,95,0:01:22,81,80.25%,74.76%,1,Home,Business,Business Resources,,
/documents/viewDocument.php?document_id=6109,,,sustain,remove,Number of Solar Electricity Interconnection Agreements,126,116,0:02:53,111,91.89%,88.10%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=8250,,,delete/outdated,"remove  DAM: ok to remove - however, I think keeping a history of RFPs and bids even if closed provides further transparency to the public",(Closed) Certified Technology Park Utility and Drainage Planning RFP,41,30,0:00:46,1,100.00%,21.95%,1,Home,Business,Economic & Sustainable Development,,
/documents/viewDocument.php?document_id=5855,,,delete/outdated,sustainability,Transportation & Land Use,102,59,0:00:42,4,50.00%,11.76%,2,Home,Sustainability,Sustainability Topics,,
/documents/viewDocument.php?document_id=5769,,,delete,see:  http://earthcareindiana.org/,Earth Care- Bloomington Indiana,53,42,0:01:11,8,62.50%,28.30%,1,Home,Government,Boards and Commissions,Commission on Sustainability,
/documents/viewDocument.php?document_id=6478,,thngvbbr,event,outdated,The Terrible Horrible No Good Very Bad Bike Ride,65,55,0:04:01,49,77.55%,76.92%,1,Home,Sustainability,,,
/documents/viewDocument.php?document_id=7654,,,similar content on 2012 - delete?,,Rules of the Road,78,72,0:02:18,19,89.47%,52.56%,1,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
/documents/viewDocument.php?document_id=6958,,,,,Target:  45% of Waste Diverted from Landfills by 2014,38,24,0:00:51,8,62.50%,18.42%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=6955,,,,,Indicator:  Amount of Organic Waste Sent to Local Compost Facilities,33,26,0:03:06,7,71.43%,33.33%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=7331,,,,,Landscaping and Gardening,33,27,0:00:40,0,0.00%,12.12%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=6938,,,,,Intermediate Steps to Save Water in Your Home,31,26,0:01:28,8,87.50%,35.48%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=6956,,,,,Indicator:  Apartment complexes and businesses that recycle,31,22,0:02:40,10,60.00%,32.26%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=6218,,,,,Housing Costs vs. Income,27,21,0:02:21,6,100.00%,29.63%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Housing and Buildings,
/documents/viewDocument.php?document_id=6322,,,,,Percentage of public transportation vehicles fueled by alternative energy sources,27,21,0:03:01,16,87.50%,62.96%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Transportation & Land Use,
/documents/viewDocument.php?document_id=6949,,,,,Indicator:  Amount of Waste Generated by City Residents,27,19,0:01:29,4,75.00%,33.33%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=7154,,,,,Ongoing Consumables,26,23,0:03:47,21,85.71%,76.92%,1,Home,Sustainability,Greening City Government,,
/documents/viewDocument.php?document_id=7155,,,,,Durable Goods,26,23,0:07:24,22,86.36%,84.62%,1,Home,Sustainability,Greening City Government,,
/documents/viewDocument.php?document_id=4374,,,,,Weathervanes,25,17,0:00:23,5,80.00%,28.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Sculpture
/documents/viewDocument.php?document_id=6288,,,,,Land use and planning,24,21,0:01:55,0,0.00%,16.67%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Transportation & Land Use,
/documents/viewDocument.php?document_id=6954,,,,,Indicator:  Amount of Waste Generated by Indiana University,23,20,0:01:50,8,75.00%,34.78%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=7895,,,,,Illuminated Fruit,23,15,0:01:05,4,75.00%,26.09%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Sculpture
/documents/viewDocument.php?document_id=6134,,,,,Average Gallons Consumed per Household or Commercial Connection,22,20,0:04:08,4,75.00%,27.27%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Natural Resources,
/documents/viewDocument.php?document_id=6214,,,,,Green Certified Buildings,22,18,0:00:44,0,0.00%,31.82%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Housing and Buildings,
/documents/viewDocument.php?document_id=6939,,,,,Advanced Steps to Save Water in Your Home,22,19,0:02:22,3,100.00%,40.91%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=7162,,,,,Indoor Plumbing,22,20,0:00:25,17,88.24%,77.27%,1,Home,Sustainability,Greening City Government,,
/documents/viewDocument.php?document_id=3853,,,,,Purchasing Policy,21,17,0:00:32,4,75.00%,47.62%,1,Home,Sustainability,Greening City Government,,
/documents/viewDocument.php?document_id=4446,,,,,Leaf Light,21,19,0:00:37,1,100.00%,47.62%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4455,,,,,Help Restore the Old Library!,21,16,0:00:39,0,0.00%,23.81%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4449,,,,,Charlotte Zietlow,20,16,0:00:21,1,100.00%,10.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4450,,,,,Tomi Allison,19,17,0:00:19,8,75.00%,52.63%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=6108,,,,,Number of Installed Renewable Energy Projects,19,17,0:01:00,9,77.78%,36.84%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=6323,,,,,Percent of commuters choosing active transportation modes,19,17,0:01:51,9,88.89%,57.89%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Transportation & Land Use,
/documents/viewDocument.php?document_id=7211,,,,,Cleaning and home maintenance,19,18,0:01:25,1,0.00%,5.26%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=5513,,,,,Economic Development Partner Organizations,17,12,0:01:39,4,75.00%,41.18%,1,,,,,
/documents/viewDocument.php?document_id=6633,,,,,Transportation: Steps to reduce your impact,17,14,0:00:22,5,100.00%,35.29%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=7213,,,,,Advanced Steps to Clean and Maintain a Green Home,16,14,0:00:50,8,100.00%,62.50%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=7160,,,,,Building Materials Used in Facility Alterations and Additions,15,14,0:00:31,9,88.89%,66.67%,1,Home,Sustainability,Greening City Government,,
/documents/viewDocument.php?document_id=5974,,,,,Water Target III,14,10,0:04:27,0,0.00%,14.29%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Natural Resources,
/documents/viewDocument.php?document_id=6111,,,,,Drinking Water Contaminant Levels,14,14,0:01:03,7,71.43%,57.14%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Natural Resources,
/documents/viewDocument.php?document_id=6959,,,,,Target:  40% Reduction in Waste from Indiana University by 2020,13,10,0:01:03,2,50.00%,23.08%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=5817,,,,,Energy Target III,11,7,0:00:24,2,50.00%,18.18%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=7212,,,,,Intermediate Steps to Clean and Maintain a Green Home,11,11,0:01:03,7,71.43%,54.55%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=5810,,,,,Energy Targets II,10,7,0:03:35,1,100.00%,20.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=6503,,,,,Target: Increase the percentage of bike commuters to 5%,10,9,0:01:14,3,100.00%,40.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Transportation & Land Use,
/documents/viewDocument.php?document_id=4454,,,,,Classroom in School for the Visually Impaired,9,9,0:00:14,2,100.00%,33.33%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=4456,,,,,Make a Wish,9,7,0:00:12,2,100.00%,33.33%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=5811,,,,,Energy Targets IV,9,7,0:00:10,1,0.00%,11.11%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=6953,,,,,Indicator: Amount of Waste Generated by Monroe County Residents,9,8,0:00:24,0,0.00%,22.22%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Waste Management,
/documents/viewDocument.php?document_id=4409,,,,,4th Street Festival of the Arts,8,7,0:02:24,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Sculpture
/documents/viewDocument.php?document_id=4433,,,,,Kirkwood and Rogers,8,5,0:00:13,1,100.00%,25.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Pocket Art
/documents/viewDocument.php?document_id=4457,,,,,Montmartre,8,5,0:02:12,0,0.00%,0.00%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Two Dimensional Art
/documents/viewDocument.php?document_id=5075,,,,,BAC Minutes and Agendas,8,4,0:00:24,0,0.00%,12.50%,1,,,,,
/documents/viewDocument.php?document_id=7936,,,,,Parade,8,7,0:00:17,1,100.00%,12.50%,1,Home,Arts & Culture,Public Art and Exhibits,Permanent Collection,Sculpture
/documents/viewDocument.php?document_id=5809,,,,,Energy Target I,7,5,0:00:14,1,100.00%,14.29%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=6504,,,,,Target:  Design and implement 15 new bike facility projects by 2014,7,6,0:00:19,1,100.00%,28.57%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Transportation & Land Use,
/documents/viewDocument.php?document_id=6697,,,,,Intermediate Transportation Steps,6,5,0:00:22,3,100.00%,50.00%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=6700,,,,,Advanced Transportation Steps,6,5,0:00:23,2,50.00%,33.33%,1,Home,Sustainability,Greening Your Home,,
/documents/viewDocument.php?document_id=5942,,,,,Strategies for achieving Energy Target II,5,5,0:01:22,1,0.00%,0.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=5970,,,,,Strategies for achieving Energy Target IV,5,3,0:00:40,0,0.00%,0.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=5869,,,,,Residential Energy Conservation,4,4,0:00:17,0,0.00%,0.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=5990,,,,,Water Targets II,4,4,0:03:00,0,0.00%,25.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Natural Resources,
/documents/viewDocument.php?document_id=6710,,,,,"Efficient Facility Roundtable: June 5, 2013",4,4,0:00:37,0,0.00%,25.00%,1,,,,,
/documents/viewDocument.php?document_id=7161,,,,,Mercury-Containing Lamps,3,3,0:00:44,2,100.00%,66.67%,1,Home,Sustainability,Greening City Government,,
/documents/viewDocument.php?document_id=5941,,,,,Strategies for achieving Energy Target I,2,2,0:00:50,0,0.00%,0.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=5969,,,,,Strategies for achieving Energy Target III,2,2,0:00:10,0,0.00%,0.00%,1,Home,Sustainability,Sustainability Topics,Sustainability Topics - Energy and Climate Protection,
/documents/viewDocument.php?document_id=6223,,,,,Greening your Home,2,2,0:00:25,0,0.00%,0.00%,1,Home,Sustainability,Greening Your Home,,
